split,file,frames,windows,participant,matched_norms,intended_norm_exact,norm_max_error,cache_arrays_present,cache_arrays_differ,raw_mtime_ns,norm_mtime_ns,norm_size,selected_features_and_labels_sha256
train,features__cam-06_uid-12_take-02_aug-02_norm.npz,8706,285,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242884380000000,1790243125928000000,7586940,21c9561b2e5e7703f89b23a428a1c5e5ba90a444ec1ed8618704cc770c6771f7
train,features__cam-06_uid-12_take-02_aug-03_norm.npz,8706,285,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242885796000000,1790243126245000000,7586940,21c9561b2e5e7703f89b23a428a1c5e5ba90a444ec1ed8618704cc770c6771f7
train,features__cam-07_uid-12_take-01_aug-01_norm.npz,10509,345,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243055131000000,1790243126614000000,9157613,51daf08764a0d3b2d363118f0c78c69f944962a57126c14250dbec0062d2c44f
train,features__cam-07_uid-12_take-01_aug-02_norm.npz,10509,345,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243056431000000,1790243126965000000,9157613,51daf08764a0d3b2d363118f0c78c69f944962a57126c14250dbec0062d2c44f
train,features__cam-07_uid-12_take-01_aug-03_norm.npz,10509,345,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243057764000000,1790243127325000000,9157613,51daf08764a0d3b2d363118f0c78c69f944962a57126c14250dbec0062d2c44f
train,features__cam-07_uid-12_take-02_aug-01_norm.npz,8831,290,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243058973000000,1790243127627000000,7697911,14fb05faad1de959e6692705decfaffa2c8b3a0c4bf69f6a6ec93854e470f5ca
train,features__cam-07_uid-12_take-02_aug-02_norm.npz,8831,290,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243060190000000,1790243127930000000,7697911,14fb05faad1de959e6692705decfaffa2c8b3a0c4bf69f6a6ec93854e470f5ca
train,features__cam-07_uid-12_take-02_aug-03_norm.npz,8831,290,12,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243061486000000,1790243128242000000,7697911,14fb05faad1de959e6692705decfaffa2c8b3a0c4bf69f6a6ec93854e470f5ca
train,features__cam-05_uid-07_take-01_aug-01_norm.npz,13912,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242641839000000,1790243128703000000,12097615,ffb54e0685f03a14597bea9b985070cbf69ed8a9b1bef1e40bf4504b825b8265
train,features__cam-05_uid-07_take-01_aug-02_norm.npz,13912,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242643675000000,1790243129166000000,12097615,ffb54e0685f03a14597bea9b985070cbf69ed8a9b1bef1e40bf4504b825b8265
train,features__cam-05_uid-07_take-01_aug-03_norm.npz,13912,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242645417000000,1790243129634000000,12097615,ffb54e0685f03a14597bea9b985070cbf69ed8a9b1bef1e40bf4504b825b8265
train,features__cam-05_uid-07_take-02-1_aug-01_norm.npz,7255,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242646549000000,1790243129899000000,6310310,d2a657dcf72d59321bee9bf3dfb8440223dbb1d37a1c7feec20e9b931e82fbd5
train,features__cam-05_uid-07_take-02-1_aug-02_norm.npz,7255,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242647920000000,1790243130196000000,6310310,d2a657dcf72d59321bee9bf3dfb8440223dbb1d37a1c7feec20e9b931e82fbd5
train,features__cam-05_uid-07_take-02-1_aug-03_norm.npz,7255,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242649056000000,1790243130464000000,6310310,d2a657dcf72d59321bee9bf3dfb8440223dbb1d37a1c7feec20e9b931e82fbd5
train,features__cam-05_uid-07_take-02-2_aug-01_norm.npz,3812,122,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242651032000000,1790243130617000000,3319434,84fc006c75adcf92cad56923d0fe09ef8153abe1d874afe172426b411ac79352
train,features__cam-05_uid-07_take-02-2_aug-02_norm.npz,3812,122,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242651984000000,1790243130773000000,3319434,84fc006c75adcf92cad56923d0fe09ef8153abe1d874afe172426b411ac79352
train,features__cam-05_uid-07_take-02-2_aug-03_norm.npz,3812,122,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242652913000000,1790243130929000000,3319434,84fc006c75adcf92cad56923d0fe09ef8153abe1d874afe172426b411ac79352
train,features__cam-06_uid-07_take-01_aug-01_norm.npz,13912,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242804905000000,1790243131451000000,12115947,3929627d4bad724b64da1563fe2819383a799a2fa649fab43b63edfe911b25dd
train,features__cam-06_uid-07_take-01_aug-02_norm.npz,13912,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242806559000000,1790243131920000000,12115947,3929627d4bad724b64da1563fe2819383a799a2fa649fab43b63edfe911b25dd
train,features__cam-06_uid-07_take-01_aug-03_norm.npz,13912,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242808177000000,1790243132401000000,12115947,3929627d4bad724b64da1563fe2819383a799a2fa649fab43b63edfe911b25dd
train,features__cam-06_uid-07_take-02-1_aug-01_norm.npz,7261,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242809379000000,1790243132681000000,6321085,124c0a714d64e1d1003da0b9d375fb9579149c85fef47a23de19c70e08131b35
train,features__cam-06_uid-07_take-02-1_aug-02_norm.npz,7261,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242812536000000,1790243132990000000,6321085,124c0a714d64e1d1003da0b9d375fb9579149c85fef47a23de19c70e08131b35
train,features__cam-06_uid-07_take-02-1_aug-03_norm.npz,7261,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242813613000000,1790243133316000000,6321085,124c0a714d64e1d1003da0b9d375fb9579149c85fef47a23de19c70e08131b35
train,features__cam-06_uid-07_take-02-2_aug-01_norm.npz,3841,123,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242814655000000,1790243133498000000,3344836,2e074787b17ad0c449b56141d9c104678bf7313096ce65ca638599c2f803d5eb
train,features__cam-06_uid-07_take-02-2_aug-02_norm.npz,3841,123,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242815629000000,1790243133654000000,3344836,2e074787b17ad0c449b56141d9c104678bf7313096ce65ca638599c2f803d5eb
train,features__cam-06_uid-07_take-02-2_aug-03_norm.npz,3841,123,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242816545000000,1790243133848000000,3344836,2e074787b17ad0c449b56141d9c104678bf7313096ce65ca638599c2f803d5eb
train,features__cam-07_uid-07_take-01_aug-01_norm.npz,13911,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242984770000000,1790243134342000000,12100778,5a9c89422c9153d0e6b3920c12e4dd6b1ed4a092aa3e185216684393e957eb2d
train,features__cam-07_uid-07_take-01_aug-02_norm.npz,13911,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242986387000000,1790243134845000000,12100778,5a9c89422c9153d0e6b3920c12e4dd6b1ed4a092aa3e185216684393e957eb2d
train,features__cam-07_uid-07_take-01_aug-03_norm.npz,13911,459,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242987968000000,1790243135341000000,12100778,5a9c89422c9153d0e6b3920c12e4dd6b1ed4a092aa3e185216684393e957eb2d
train,features__cam-07_uid-07_take-02-1_aug-01_norm.npz,7261,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242996158000000,1790243135611000000,6319116,e758162a7694f013a7d8719e9741d89f2ef1d3ca9b8cd33bd448d42285df3c69
train,features__cam-07_uid-07_take-02-1_aug-02_norm.npz,7261,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242998086000000,1790243135880000000,6319116,e758162a7694f013a7d8719e9741d89f2ef1d3ca9b8cd33bd448d42285df3c69
train,features__cam-07_uid-07_take-02-1_aug-03_norm.npz,7261,237,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243000078000000,1790243136146000000,6319116,e758162a7694f013a7d8719e9741d89f2ef1d3ca9b8cd33bd448d42285df3c69
train,features__cam-07_uid-07_take-02-2_aug-01_norm.npz,3979,128,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243001260000000,1790243136304000000,3465595,bc98c05cadecff25dafbd212f3c9addc14f615c5b80ce3d8a4d3c7500c1ca9ca
train,features__cam-07_uid-07_take-02-2_aug-02_norm.npz,3979,128,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243002188000000,1790243136465000000,3465595,bc98c05cadecff25dafbd212f3c9addc14f615c5b80ce3d8a4d3c7500c1ca9ca
train,features__cam-07_uid-07_take-02-2_aug-03_norm.npz,3979,128,07,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243003260000000,1790243136637000000,3465595,bc98c05cadecff25dafbd212f3c9addc14f615c5b80ce3d8a4d3c7500c1ca9ca
train,features__cam-05_uid-03_take-01_aug-01_norm.npz,11881,391,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242574407000000,1790243137043000000,10311337,7a798932a2352979465a09d730c81a4df916cd7fb7bb3e9d23cb07f41967bcc6
train,features__cam-05_uid-03_take-01_aug-02_norm.npz,11881,391,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242575889000000,1790243137454000000,10311337,7a798932a2352979465a09d730c81a4df916cd7fb7bb3e9d23cb07f41967bcc6
train,features__cam-05_uid-03_take-01_aug-03_norm.npz,11881,391,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242583955000000,1790243137896000000,10311337,7a798932a2352979465a09d730c81a4df916cd7fb7bb3e9d23cb07f41967bcc6
train,features__cam-05_uid-03_take-02_aug-01_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242585271000000,1790243138274000000,7640514,ab80a23a4d3dc8371f667d42216794c8603c3c7fdd81f3664122f6c4f899e7ae
train,features__cam-05_uid-03_take-02_aug-02_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242586496000000,1790243138634000000,7640514,ab80a23a4d3dc8371f667d42216794c8603c3c7fdd81f3664122f6c4f899e7ae
train,features__cam-05_uid-03_take-02_aug-03_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242587841000000,1790243139005000000,7640514,ab80a23a4d3dc8371f667d42216794c8603c3c7fdd81f3664122f6c4f899e7ae
train,features__cam-06_uid-03_take-01-1_aug-01_norm.npz,6838,223,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242764368000000,1790243139315000000,5955401,9e968e122a2eb8e925e6bed8b371dcbfb800dc06f4eac0e686310877315cf59e
train,features__cam-06_uid-03_take-01-1_aug-02_norm.npz,6838,223,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242765548000000,1790243139620000000,5955401,9e968e122a2eb8e925e6bed8b371dcbfb800dc06f4eac0e686310877315cf59e
train,features__cam-06_uid-03_take-01-1_aug-03_norm.npz,6838,223,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242766655000000,1790243139889000000,5955401,9e968e122a2eb8e925e6bed8b371dcbfb800dc06f4eac0e686310877315cf59e
train,features__cam-06_uid-03_take-02_aug-01_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242768159000000,1790243140231000000,7647167,06f80d09d834604b748d8f0d9a252b47d27b6e2ff3399941e7f89175b50ab564
train,features__cam-06_uid-03_take-02_aug-02_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242769380000000,1790243140578000000,7647167,06f80d09d834604b748d8f0d9a252b47d27b6e2ff3399941e7f89175b50ab564
train,features__cam-06_uid-03_take-02_aug-03_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242770691000000,1790243140922000000,7647167,06f80d09d834604b748d8f0d9a252b47d27b6e2ff3399941e7f89175b50ab564
train,features__cam-07_uid-03_take-01_aug-01_norm.npz,12007,395,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242950104000000,1790243141386000000,10429974,466d8d3512661af45bca58695934a693221f16a0266cf737133e8516d0b146e2
train,features__cam-07_uid-03_take-01_aug-02_norm.npz,12007,395,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242951563000000,1790243141810000000,10429974,466d8d3512661af45bca58695934a693221f16a0266cf737133e8516d0b146e2
train,features__cam-07_uid-03_take-01_aug-03_norm.npz,12007,395,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242953094000000,1790243142280000000,10429974,466d8d3512661af45bca58695934a693221f16a0266cf737133e8516d0b146e2
train,features__cam-07_uid-03_take-02_aug-01_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242954340000000,1790243142638000000,7652183,17b6b1094201913299008a240d832b290d7dfc20c6426beb88e93cbec0a21dbf
train,features__cam-07_uid-03_take-02_aug-02_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242955601000000,1790243142960000000,7652183,17b6b1094201913299008a240d832b290d7dfc20c6426beb88e93cbec0a21dbf
train,features__cam-07_uid-03_take-02_aug-03_norm.npz,8785,288,03,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242956787000000,1790243143297000000,7652183,17b6b1094201913299008a240d832b290d7dfc20c6426beb88e93cbec0a21dbf
train,features__cam-05_uid-13_take-01_aug-01_norm.npz,9347,307,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242716922000000,1790243143643000000,8135463,0a1dad01b51399055762e8af2ec341a93a59a9b11f03d2fc6691506d787fc0d8
train,features__cam-05_uid-13_take-01_aug-02_norm.npz,9347,307,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242718274000000,1790243143965000000,8135463,0a1dad01b51399055762e8af2ec341a93a59a9b11f03d2fc6691506d787fc0d8
train,features__cam-05_uid-13_take-01_aug-03_norm.npz,9347,307,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242719558000000,1790243144289000000,8135463,0a1dad01b51399055762e8af2ec341a93a59a9b11f03d2fc6691506d787fc0d8
train,features__cam-05_uid-13_take-02_aug-01_norm.npz,9146,300,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242720808000000,1790243144613000000,7962132,d7af32e2f8176e3ea52583d61e9cdf12dd5891cf150f43e1587157c4712db7ff
train,features__cam-05_uid-13_take-02_aug-02_norm.npz,9146,300,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242722461000000,1790243144932000000,7962132,d7af32e2f8176e3ea52583d61e9cdf12dd5891cf150f43e1587157c4712db7ff
train,features__cam-05_uid-13_take-02_aug-03_norm.npz,9146,300,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242723670000000,1790243145268000000,7962132,d7af32e2f8176e3ea52583d61e9cdf12dd5891cf150f43e1587157c4712db7ff
train,features__cam-06_uid-13_take-01_aug-01_norm.npz,9389,308,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242887068000000,1790243145600000000,8179246,0e86df7b06969043b10215c038b1ee4eb109ca879a532bd7db8729521d8386b2
train,features__cam-06_uid-13_take-01_aug-02_norm.npz,9389,308,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242888398000000,1790243145935000000,8179246,0e86df7b06969043b10215c038b1ee4eb109ca879a532bd7db8729521d8386b2
train,features__cam-06_uid-13_take-01_aug-03_norm.npz,9389,308,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242889585000000,1790243146260000000,8179246,0e86df7b06969043b10215c038b1ee4eb109ca879a532bd7db8729521d8386b2
train,features__cam-06_uid-13_take-02_aug-01_norm.npz,9234,303,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242891030000000,1790243146582000000,8044327,c23378f914b56fbc15fb1f0f5d4b3eedd127b2d2c9a8450ac42e8ec9297b7c82
train,features__cam-06_uid-13_take-02_aug-02_norm.npz,9234,303,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242893592000000,1790243146936000000,8044327,c23378f914b56fbc15fb1f0f5d4b3eedd127b2d2c9a8450ac42e8ec9297b7c82
train,features__cam-06_uid-13_take-02_aug-03_norm.npz,9234,303,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242894824000000,1790243147264000000,8044327,c23378f914b56fbc15fb1f0f5d4b3eedd127b2d2c9a8450ac42e8ec9297b7c82
train,features__cam-07_uid-13_take-01_aug-01_norm.npz,9498,312,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243062742000000,1790243147620000000,8267115,bf1173f7c579b9fb5904b2dd10d4148c793d7f8594e508e6cf8ca53fe038e101
train,features__cam-07_uid-13_take-01_aug-02_norm.npz,9498,312,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243064062000000,1790243147956000000,8267115,bf1173f7c579b9fb5904b2dd10d4148c793d7f8594e508e6cf8ca53fe038e101
train,features__cam-07_uid-13_take-01_aug-03_norm.npz,9498,312,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243065321000000,1790243148292000000,8267115,bf1173f7c579b9fb5904b2dd10d4148c793d7f8594e508e6cf8ca53fe038e101
train,features__cam-07_uid-13_take-02_aug-01_norm.npz,9295,305,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243066878000000,1790243148621000000,8094584,9f247514e79089a84ad4d3c575017268a986f5b56def279d8408d7ef6ffdc844
train,features__cam-07_uid-13_take-02_aug-02_norm.npz,9295,305,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243068156000000,1790243149036000000,8094584,9f247514e79089a84ad4d3c575017268a986f5b56def279d8408d7ef6ffdc844
train,features__cam-07_uid-13_take-02_aug-03_norm.npz,9295,305,13,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790243069514000000,1790243149389000000,8094584,9f247514e79089a84ad4d3c575017268a986f5b56def279d8408d7ef6ffdc844
train,features__cam-05_uid-11_take-01_aug-01_norm.npz,8692,285,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242701282000000,1790243149722000000,7568252,444627045253ef2dd3404df4be17131dfae845be88cca54188f20ab29a0508a0
train,features__cam-05_uid-11_take-01_aug-02_norm.npz,8692,285,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242702658000000,1790243150053000000,7568252,444627045253ef2dd3404df4be17131dfae845be88cca54188f20ab29a0508a0
train,features__cam-05_uid-11_take-01_aug-03_norm.npz,8692,285,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242703900000000,1790243150387000000,7568252,444627045253ef2dd3404df4be17131dfae845be88cca54188f20ab29a0508a0
train,features__cam-05_uid-11_take-02_aug-01_norm.npz,8739,286,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242705306000000,1790243150724000000,7600244,9d49f6043ad8d2d17b42423b3e0b2ad07e4238abe30e72b7c1be170a760f263d
train,features__cam-05_uid-11_take-02_aug-02_norm.npz,8739,286,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242706493000000,1790243151076000000,7600244,9d49f6043ad8d2d17b42423b3e0b2ad07e4238abe30e72b7c1be170a760f263d
train,features__cam-05_uid-11_take-02_aug-03_norm.npz,8739,286,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242707771000000,1790243151408000000,7600244,9d49f6043ad8d2d17b42423b3e0b2ad07e4238abe30e72b7c1be170a760f263d
train,features__cam-06_uid-11_take-01_aug-01_norm.npz,8862,291,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242862257000000,1790243151731000000,7719711,c68107cec7fe16158b622a56e1b20d2c1a502ac047a7693d9f244cb107c282df
train,features__cam-06_uid-11_take-01_aug-02_norm.npz,8862,291,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242864965000000,1790243152036000000,7719711,c68107cec7fe16158b622a56e1b20d2c1a502ac047a7693d9f244cb107c282df
train,features__cam-06_uid-11_take-01_aug-03_norm.npz,8862,291,11,norm_mirrored_2026-09-24.npz,True,0.0,9,0,1790242866229000000,1790243152386000000,7719711,c68107cec7fe16158b622a56e1b20d2c1a502ac047a7693d9f244cb107c282df
