frame_idex,X_pose,X_step,X_elem,X_env,Y_type,Y_urgency,Y_eta
59,"[0.32472294569015503, 0.5583616495132446, 0.3463253378868103, 0.9894185662269592, 0.3181275427341461, 0.5445178151130676, 0.3098446726799011, 0.9899055361747742, 0.3144945502281189, 0.5455554723739624, 0.3097854256629944, 0.9886675477027893, 0.31059569120407104, 0.5467203855514526, 0.3095221519470215, 0.9908512234687805, 0.32771703600883484, 0.5400732755661011, 0.29783895611763, 0.9919154644012451, 0.3306337594985962, 0.538185715675354, 0.29772621393203735, 0.9906258583068848, 0.33345428109169006, 0.5362597107887268, 0.2974824607372284, 0.9926389455795288, 0.3045615553855896, 0.553699254989624, 0.19451572000980377, 0.9933795928955078, 0.3392936885356903, 0.5391671657562256, 0.13450127840042114, 0.9937864542007446, 0.3191846013069153, 0.5759377479553223, 0.3124244511127472, 0.9927138686180115, 0.32945600152015686, 0.5715979337692261, 0.29696816205978394, 0.9931724667549133, 0.26033341884613037, 0.6661397814750671, 0.16821175813674927, 0.9945780038833618, 0.38617268204689026, 0.5973721742630005, 0.00859016366302967, 0.997915506362915, 0.25900697708129883, 0.8200470805168152, 0.32112133502960205, 0.5660567879676819, 0.43446236848831177, 0.7603645920753479, 0.02777092158794403, 0.8924118280410767, 0.29855936765670776, 0.8016567826271057, 0.5108733177185059, 0.02845848724246025, 0.46961063146591187, 0.824353039264679, 0.12214629352092743, 0.3725236654281616, 0.3039191961288452, 0.8020734786987305, 0.5421260595321655, 0.028249867260456085, 0.4862251281738281, 0.818424642086029, 0.13638857007026672, 0.3062879145145416, 0.31852179765701294, 0.7744949460029602, 0.5380491018295288, 0.0284890066832304, 0.48422104120254517, 0.8134398460388184, 0.1502302885055542, 0.3005683422088623, 0.31935209035873413, 0.7721417546272278, 0.5127483606338501, 0.02907414548099041, 0.47546452283859253, 0.8179237246513367, 0.13286998867988586, 0.2893161177635193, 0.30274561047554016, 0.9960582256317139, 0.030990267172455788, 0.7871705889701843, 0.3728269636631012, 0.9875717759132385, -0.03083619847893715, 0.8249683380126953, 0.3101653456687927, 1.2372140884399414, 0.014280496165156364, 0.5159062743186951, 0.36862507462501526, 1.2691386938095093, -0.03740306571125984, 0.5739167332649231, 0.32535460591316223, 1.502299189567566, 0.09239748120307922, 0.10131385177373886, 0.3343634307384491, 1.548271656036377, -0.04322667047381401, 0.18931885063648224, 0.33298057317733765, 1.5388931035995483, 0.09846124798059464, 0.17102211713790894, 0.3194418251514435, 1.5888266563415527, -0.04137419909238815, 0.37595319747924805, 0.307723730802536, 1.5535215139389038, 0.06712430715560913, 0.02968388982117176, 0.33409518003463745, 1.5970832109451294, -0.09776724874973297, 0.05576682090759277]",3,[],[],0,0.3866765797138214,1.900333285331726
60,"[0.3192402720451355, 0.5593627691268921, 0.4207615852355957, 0.9900992512702942, 0.3125722110271454, 0.5465729832649231, 0.3879094123840332, 0.9905577301979065, 0.3088362514972687, 0.5479186177253723, 0.3878690302371979, 0.9894199967384338, 0.3048483729362488, 0.5493913888931274, 0.3876303434371948, 0.9914404153823853, 0.32238441705703735, 0.5415807962417603, 0.37445712089538574, 0.9924812912940979, 0.3253844380378723, 0.5396232008934021, 0.3743290901184082, 0.9912907481193542, 0.3282710909843445, 0.5375954508781433, 0.3740740120410919, 0.9931492805480957, 0.2990031838417053, 0.5574707984924316, 0.2592727243900299, 0.9938751459121704, 0.3343896269798279, 0.5410292148590088, 0.20539572834968567, 0.9943047761917114, 0.3136102557182312, 0.5778756737709045, 0.38432037830352783, 0.9931765794754028, 0.3243352770805359, 0.5728721022605896, 0.36767858266830444, 0.9936200380325317, 0.2559231221675873, 0.6667366027832031, 0.23613882064819336, 0.9949767589569092, 0.37963443994522095, 0.5973508954048157, 0.029324453324079514, 0.9981075525283813, 0.25661182403564453, 0.8185011148452759, 0.3529169261455536, 0.5737171173095703, 0.43140655755996704, 0.7552464604377747, 0.11901036649942398, 0.9029749035835266, 0.3007679879665375, 0.8106564879417419, 0.5073672533035278, 0.030907316133379936, 0.4695594310760498, 0.8224496841430664, 0.28905218839645386, 0.4269144535064697, 0.3067469298839569, 0.8158671855926514, 0.5327872037887573, 0.03032776527106762, 0.484122097492218, 0.817845344543457, 0.3255123794078827, 0.35789600014686584, 0.3199377655982971, 0.788143515586853, 0.5323007106781006, 0.030609332025051117, 0.4828279912471771, 0.8146326541900635, 0.3270105719566345, 0.35242971777915955, 0.32084083557128906, 0.7839176654815674, 0.5087165832519531, 0.0312688834965229, 0.4739120602607727, 0.8187017440795898, 0.2930243909358978, 0.3388339579105377, 0.2952321171760559, 0.9966586828231812, 0.03985622897744179, 0.8002480268478394, 0.36685797572135925, 0.9860120415687561, -0.039808981120586395, 0.8363436460494995, 0.2961164116859436, 1.2286579608917236, 0.016422245651483536, 0.5141862034797668, 0.3607948422431946, 1.2631555795669556, -0.04963359609246254, 0.5826269388198853, 0.31211838126182556, 1.496773600578308, 0.09909136593341827, 0.10023123770952225, 0.32686349749565125, 1.5375739336013794, -0.04804477095603943, 0.19287870824337006, 0.32072779536247253, 1.534480094909668, 0.10494961589574814, 0.1723296344280243, 0.31026944518089294, 1.5847268104553223, -0.04487352818250656, 0.3906599283218384, 0.29561612010002136, 1.5332120656967163, 0.08092603087425232, 0.030021144077181816, 0.32984262704849243, 1.564926028251648, -0.09443679451942444, 0.05800257623195648]",3,[],[],0,0.3931751847267151,1.8669999837875366
61,"[0.31882649660110474, 0.5612345933914185, 0.39543646574020386, 0.9908587336540222, 0.3122403025627136, 0.5485467314720154, 0.3678898811340332, 0.991299033164978, 0.30854710936546326, 0.5499005913734436, 0.36788228154182434, 0.9902532696723938, 0.3047192692756653, 0.5514466762542725, 0.36772480607032776, 0.9921139478683472, 0.3217337727546692, 0.5437167286872864, 0.34679025411605835, 0.9931034445762634, 0.3245123326778412, 0.5418436527252197, 0.346666544675827, 0.9920104742050171, 0.3273056149482727, 0.5399240851402283, 0.3463844358921051, 0.9937146306037903, 0.29909223318099976, 0.5595904588699341, 0.23561188578605652, 0.994390606880188, 0.3337889611721039, 0.5433960556983948, 0.18260926008224487, 0.994817852973938, 0.3133796751499176, 0.5799227952957153, 0.3768669664859772, 0.9936909079551697, 0.323986679315567, 0.5751006603240967, 0.3453710973262787, 0.9941215515136719, 0.2564411163330078, 0.6660401225090027, 0.22746983170509338, 0.9953746795654297, 0.37872037291526794, 0.5967312455177307, 0.02211914397776127, 0.9982858300209045, 0.2509312629699707, 0.8180192112922668, 0.3661378026008606, 0.5930162668228149, 0.42369717359542847, 0.7439545392990112, 0.10274793207645416, 0.9125776290893555, 0.2926234304904938, 0.8021062016487122, 0.5298352837562561, 0.03412950411438942, 0.4711190164089203, 0.8231956362724304, 0.2980254292488098, 0.47689366340637207, 0.2994644343852997, 0.8060623407363892, 0.5581982731819153, 0.03281505033373833, 0.4853016436100006, 0.8192145228385925, 0.3265986740589142, 0.40517836809158325, 0.3122352659702301, 0.7805456519126892, 0.5535353422164917, 0.03307386860251427, 0.4854796826839447, 0.8157824277877808, 0.3365795910358429, 0.3999619483947754, 0.3126848638057709, 0.7770298719406128, 0.5299021005630493, 0.03382952883839607, 0.47673043608665466, 0.8192113041877747, 0.3099086284637451, 0.38431042432785034, 0.2929774522781372, 0.9967750310897827, 0.05167119950056076, 0.8122297525405884, 0.36707568168640137, 0.9838850498199463, -0.051711492240428925, 0.8473674058914185, 0.2933337390422821, 1.2283211946487427, 0.029990240931510925, 0.5133838653564453, 0.36209991574287415, 1.26194429397583, -0.06347732990980148, 0.5945872664451599, 0.3032688498497009, 1.4910449981689453, 0.09908430278301239, 0.1011355072259903, 0.3253929913043976, 1.5309127569198608, -0.08084144443273544, 0.20297160744667053, 0.3098600506782532, 1.529962182044983, 0.1033053770661354, 0.1763637363910675, 0.30791595578193665, 1.5738251209259033, -0.07911104708909988, 0.4118892550468445, 0.2860705852508545, 1.5322260856628418, 0.07761885225772858, 0.03160742670297623, 0.32844072580337524, 1.5708184242248535, -0.12874801456928253, 0.0649091824889183]",3,[],[],0,0.39978301525115967,1.8336666822433472
62,"[0.3177569806575775, 0.5638506412506104, 0.42502179741859436, 0.9915990829467773, 0.3110596537590027, 0.5510695576667786, 0.39891237020492554, 0.9920033812522888, 0.3071925938129425, 0.5525732040405273, 0.39888808131217957, 0.9910464882850647, 0.3032554090023041, 0.5542546510696411, 0.39868518710136414, 0.992753267288208, 0.32092827558517456, 0.5458476543426514, 0.37964382767677307, 0.9936885833740234, 0.3238414227962494, 0.5438676476478577, 0.3795051574707031, 0.9926897883415222, 0.32683640718460083, 0.5418915748596191, 0.37924379110336304, 0.9942501187324524, 0.297313392162323, 0.5625449419021606, 0.29040876030921936, 0.9948809742927551, 0.3334839344024658, 0.5450058579444885, 0.21508140861988068, 0.9952884912490845, 0.31196102499961853, 0.5824748277664185, 0.3981894552707672, 0.9942009449005127, 0.3229019045829773, 0.5773851275444031, 0.3732064962387085, 0.9946057200431824, 0.25382712483406067, 0.6675401329994202, 0.2778873145580292, 0.9957417249679565, 0.3747735917568207, 0.596299409866333, 0.030310073867440224, 0.9984492063522339, 0.2514423429965973, 0.8187651634216309, 0.403714656829834, 0.6070472598075867, 0.4204166829586029, 0.7366824746131897, 0.110410675406456, 0.9212158918380737, 0.2957206666469574, 0.805314302444458, 0.5643576383590698, 0.0364546962082386, 0.47239962220191956, 0.8240401148796082, 0.282579630613327, 0.5230482816696167, 0.302142471075058, 0.8078004717826843, 0.5919830203056335, 0.03450223058462143, 0.48540014028549194, 0.8202295899391174, 0.3049168884754181, 0.4498935341835022, 0.31456834077835083, 0.7828752994537354, 0.5891404747962952, 0.034732744097709656, 0.48420780897140503, 0.8172879815101624, 0.31866955757141113, 0.4447673559188843, 0.3154374063014984, 0.7790449261665344, 0.5644639730453491, 0.035609930753707886, 0.4776335656642914, 0.822155237197876, 0.29543620347976685, 0.42730915546417236, 0.29018494486808777, 0.9967849850654602, 0.054324932396411896, 0.8253344297409058, 0.36408254504203796, 0.9816770553588867, -0.05435218662023544, 0.8585501909255981, 0.2904508709907532, 1.2375050783157349, 0.020388133823871613, 0.5389823317527771, 0.35649076104164124, 1.2740333080291748, -0.09006396681070328, 0.6211852431297302, 0.30245882272720337, 1.5089536905288696, 0.06599394232034683, 0.1154608502984047, 0.324375182390213, 1.562712550163269, -0.12684036791324615, 0.23130206763744354, 0.3090522289276123, 1.5515754222869873, 0.06798214465379715, 0.19690127670764923, 0.30758580565452576, 1.6071070432662964, -0.12775298953056335, 0.44239342212677, 0.28402674198150635, 1.5569385290145874, 0.02735915407538414, 0.03759630396962166, 0.32786139845848083, 1.6129367351531982, -0.19667723774909973, 0.07759590446949005]",3,[],[],0,0.4065018892288208,1.8003333806991577
63,"[0.31652775406837463, 0.5659772753715515, 0.42562586069107056, 0.9921248555183411, 0.3096621334552765, 0.5530171990394592, 0.39675790071487427, 0.992506206035614, 0.3057240843772888, 0.5545678734779358, 0.3967251777648926, 0.9916236400604248, 0.30167409777641296, 0.5562747716903687, 0.3965092599391937, 0.993209958076477, 0.3196326196193695, 0.5474274158477783, 0.3814449608325958, 0.9941221475601196, 0.3225931227207184, 0.545264720916748, 0.38130682706832886, 0.9932045936584473, 0.32564401626586914, 0.5431556105613708, 0.3810546398162842, 0.9946538209915161, 0.2958262264728546, 0.5645120143890381, 0.2815602421760559, 0.9952676892280579, 0.33231809735298157, 0.545727014541626, 0.21912279725074768, 0.9956649541854858, 0.310893714427948, 0.5843263268470764, 0.3937870264053345, 0.9945621490478516, 0.32200318574905396, 0.5787554979324341, 0.3743966221809387, 0.9949514269828796, 0.2543749213218689, 0.6678059697151184, 0.2712421715259552, 0.996033251285553, 0.3723182678222656, 0.5959100723266602, 0.03126829117536545, 0.9985930919647217, 0.25232309103012085, 0.8161554336547852, 0.410266637802124, 0.6086614727973938, 0.4191788136959076, 0.7382221817970276, 0.1189575046300888, 0.9289637804031372, 0.29780063033103943, 0.8089752793312073, 0.5825545191764832, 0.038473550230264664, 0.4751664102077484, 0.8246138691902161, 0.2895985245704651, 0.5654489398002625, 0.30402010679244995, 0.8090681433677673, 0.6107460856437683, 0.03647049888968468, 0.4871428608894348, 0.8211204409599304, 0.3114282488822937, 0.49238288402557373, 0.31611451506614685, 0.7852654457092285, 0.6077710390090942, 0.036728985607624054, 0.4867488443851471, 0.8177213668823242, 0.320575475692749, 0.4874003529548645, 0.31721702218055725, 0.7808001041412354, 0.5828933119773865, 0.037633124738931656, 0.48080411553382874, 0.8222826719284058, 0.30032879114151, 0.46874135732650757, 0.28824582695961, 0.9967042803764343, 0.04806634038686752, 0.8376803398132324, 0.3619984984397888, 0.9795068502426147, -0.04805859178304672, 0.8687312006950378, 0.29484355449676514, 1.2470686435699463, 0.014858080074191093, 0.5610962510108948, 0.3500968813896179, 1.2811270952224731, -0.07287300378084183, 0.6405327916145325, 0.3071773648262024, 1.5171107053756714, 0.058714620769023895, 0.12992437183856964, 0.32663199305534363, 1.574722409248352, -0.10715468972921371, 0.25310009717941284, 0.3142283260822296, 1.5581978559494019, 0.060147203505039215, 0.21898266673088074, 0.31049320101737976, 1.6212319135665894, -0.10840465873479843, 0.46562692523002625, 0.2883986830711365, 1.5705547332763672, 0.012983059510588646, 0.04388459399342537, 0.3283434808254242, 1.6220372915267944, -0.18340784311294556, 0.08765056729316711]",3,[],[],0,0.4133337140083313,1.7669999599456787
64,"[0.3176210820674896, 0.5694923400878906, 0.44629421830177307, 0.992723286151886, 0.31056034564971924, 0.5554606318473816, 0.41985517740249634, 0.9930728077888489, 0.30647221207618713, 0.5567759275436401, 0.4198264479637146, 0.9922596216201782, 0.30222687125205994, 0.558228611946106, 0.41962718963623047, 0.9937213659286499, 0.32078468799591064, 0.5503086447715759, 0.40194153785705566, 0.9945935606956482, 0.3238190710544586, 0.5481725335121155, 0.4017973840236664, 0.9937536120414734, 0.32697662711143494, 0.546079158782959, 0.4015311300754547, 0.9950880408287048, 0.29580065608024597, 0.5659622550010681, 0.3076947331428528, 0.9956568479537964, 0.33323246240615845, 0.5478429198265076, 0.23144853115081787, 0.9960412383079529, 0.311788409948349, 0.5876852869987488, 0.414101779460907, 0.9949615597724915, 0.32308417558670044, 0.5823820233345032, 0.39130908250808716, 0.9953328371047974, 0.2522040605545044, 0.6698558926582336, 0.288190096616745, 0.9963080286979675, 0.36928898096084595, 0.5959190130233765, 0.050095804035663605, 0.9987260103225708, 0.2505907714366913, 0.8197217583656311, 0.4070497155189514, 0.6097832918167114, 0.41868311166763306, 0.7380164265632629, 0.12794163823127747, 0.9359093308448792, 0.29378125071525574, 0.8284466862678528, 0.5658304691314697, 0.04053780809044838, 0.4744904637336731, 0.8249949812889099, 0.3233744502067566, 0.6033750772476196, 0.29826220870018005, 0.8387192487716675, 0.5923457145690918, 0.03823272883892059, 0.4854838252067566, 0.8220979571342468, 0.34503933787345886, 0.530195951461792, 0.3092888593673706, 0.815885066986084, 0.5921197533607483, 0.03847212716937065, 0.4849468767642975, 0.8211621642112732, 0.36132872104644775, 0.5253868699073792, 0.3110498785972595, 0.8091102838516235, 0.5667794942855835, 0.03937565162777901, 0.4791167378425598, 0.824596643447876, 0.3380187749862671, 0.5055286884307861, 0.2857007682323456, 0.9967590570449829, 0.05035591870546341, 0.8486161828041077, 0.3597615659236908, 0.979365348815918, -0.05043338984251022, 0.878221869468689, 0.2961781919002533, 1.251518964767456, 0.020455513149499893, 0.5785331130027771, 0.3488544523715973, 1.284951090812683, -0.06385216116905212, 0.6558412909507751, 0.3095049262046814, 1.5190072059631348, 0.07570980489253998, 0.14069212973117828, 0.32773786783218384, 1.5746746063232422, -0.08265303820371628, 0.2690858840942383, 0.3164888024330139, 1.5595329999923706, 0.08111129701137543, 0.2327226996421814, 0.3116956353187561, 1.620728611946106, -0.08220639824867249, 0.48283860087394714, 0.29056137800216675, 1.5711677074432373, 0.04586248844861984, 0.04930996894836426, 0.333232045173645, 1.6215330362319946, -0.15322405099868774, 0.09643572568893433]",3,[],[],0,0.4202803373336792,1.7336666584014893
65,"[0.3187180161476135, 0.5775322914123535, 0.4348870813846588, 0.9931243062019348, 0.3119703531265259, 0.5615597367286682, 0.40485453605651855, 0.9934452176094055, 0.3079606890678406, 0.5623711943626404, 0.40482205152511597, 0.9926661849021912, 0.3037906885147095, 0.5632836222648621, 0.4046177268028259, 0.9940387606620789, 0.32231205701828003, 0.5573495030403137, 0.38950514793395996, 0.9949367046356201, 0.32542893290519714, 0.5551738739013672, 0.3893677890300751, 0.9941521286964417, 0.32863885164260864, 0.5529726147651672, 0.38911524415016174, 0.9954050779342651, 0.2971199154853821, 0.5690997242927551, 0.2977678179740906, 0.9959297776222229, 0.3347280025482178, 0.5534030795097351, 0.2204885184764862, 0.9963492155075073, 0.3130762279033661, 0.5948011875152588, 0.3996095061302185, 0.9952208995819092, 0.3245691657066345, 0.5899724960327148, 0.38214927911758423, 0.9955930113792419, 0.2506495416164398, 0.671856164932251, 0.28712254762649536, 0.9965289235115051, 0.36550694704055786, 0.5962374806404114, 0.049378927797079086, 0.998846173286438, 0.2507654130458832, 0.8211131691932678, 0.3904492259025574, 0.5960083603858948, 0.41664522886276245, 0.7377395629882812, 0.12254245579242706, 0.9420217871665955, 0.29480332136154175, 0.8353294134140015, 0.556686282157898, 0.04299340769648552, 0.4751497209072113, 0.8253041505813599, 0.33615410327911377, 0.6373143792152405, 0.2990069091320038, 0.8472217321395874, 0.5742900967597961, 0.04054301232099533, 0.487225204706192, 0.8228340148925781, 0.361701637506485, 0.5649622082710266, 0.3091077208518982, 0.8234620094299316, 0.5794721841812134, 0.04084353148937225, 0.48743295669555664, 0.8225202560424805, 0.3772331476211548, 0.5603774189949036, 0.31102341413497925, 0.8170373439788818, 0.5551093220710754, 0.04163862764835358, 0.48208460211753845, 0.825638473033905, 0.3514454960823059, 0.539258599281311, 0.2832304835319519, 0.9992673397064209, 0.059540849179029465, 0.8538758754730225, 0.3553317189216614, 0.9795771837234497, -0.059701401740312576, 0.8840839862823486, 0.29082170128822327, 1.2447091341018677, 0.04426693171262741, 0.5683603286743164, 0.3468957245349884, 1.2802064418792725, -0.06616741418838501, 0.650455117225647, 0.30628716945648193, 1.5062050819396973, 0.13507871329784393, 0.13619908690452576, 0.31718870997428894, 1.5573557615280151, -0.05983380600810051, 0.26481205224990845, 0.3123697340488434, 1.545535922050476, 0.14148741960525513, 0.2259858250617981, 0.29961296916007996, 1.5978221893310547, -0.05763549357652664, 0.4807402193546295, 0.2917384207248688, 1.5630300045013428, 0.10925839841365814, 0.04942791908979416, 0.3241584599018097, 1.613288164138794, -0.11812623590230942, 0.09827576577663422]",3,[],[],0,0.4273436963558197,1.7003333568572998
66,"[0.31974560022354126, 0.579468309879303, 0.4322148859500885, 0.9933823347091675, 0.3128760755062103, 0.562979519367218, 0.39786380529403687, 0.9936352968215942, 0.3088577389717102, 0.5637069940567017, 0.39783143997192383, 0.9929084777832031, 0.30468040704727173, 0.5645655989646912, 0.3976108431816101, 0.9941972494125366, 0.32307252287864685, 0.5588669776916504, 0.38925284147262573, 0.9951382875442505, 0.32611003518104553, 0.5566310882568359, 0.3890696167945862, 0.9944124817848206, 0.32928985357284546, 0.5543674230575562, 0.3887117803096771, 0.9955922961235046, 0.29755398631095886, 0.5703834891319275, 0.28631898760795593, 0.9961064457893372, 0.33518946170806885, 0.5544242262840271, 0.21831128001213074, 0.9965815544128418, 0.3140469789505005, 0.5964503884315491, 0.3931206166744232, 0.9953504800796509, 0.32541072368621826, 0.5914010405540466, 0.37651413679122925, 0.9957311153411865, 0.25094783306121826, 0.6731036901473999, 0.28335249423980713, 0.9966837763786316, 0.3656051754951477, 0.5962968468666077, 0.039106257259845734, 0.9989520907402039, 0.25137829780578613, 0.8241674900054932, 0.38654544949531555, 0.5719566941261292, 0.41663146018981934, 0.7388736009597778, 0.1125532016158104, 0.9475007653236389, 0.29588091373443604, 0.8474444150924683, 0.5535873174667358, 0.043751079589128494, 0.47674721479415894, 0.8257346153259277, 0.3384699523448944, 0.6667433977127075, 0.3000800907611847, 0.8631912469863892, 0.5720200538635254, 0.041798967868089676, 0.4904915690422058, 0.8235557675361633, 0.3670216202735901, 0.5946317911148071, 0.3102850317955017, 0.8389806747436523, 0.5764375925064087, 0.04221351444721222, 0.49075475335121155, 0.8241326808929443, 0.3813350796699524, 0.5904185175895691, 0.31214970350265503, 0.8315802812576294, 0.5492803454399109, 0.04286779463291168, 0.4844716489315033, 0.827689528465271, 0.353512704372406, 0.5681989192962646, 0.28156524896621704, 1.0012097358703613, 0.06470631808042526, 0.8585094213485718, 0.35408610105514526, 0.9797581434249878, -0.06488441675901413, 0.8889279365539551, 0.29302871227264404, 1.2436686754226685, 0.059968721121549606, 0.5568022727966309, 0.3451893925666809, 1.27359938621521, -0.06552176177501678, 0.6464623212814331, 0.30688807368278503, 1.4984395503997803, 0.15391699969768524, 0.13271287083625793, 0.31459909677505493, 1.5451306104660034, -0.05109623074531555, 0.26191380620002747, 0.31440070271492004, 1.5348286628723145, 0.1599513292312622, 0.22100025415420532, 0.29707151651382446, 1.5825507640838623, -0.048830147832632065, 0.4804159700870514, 0.3012809455394745, 1.5585523843765259, 0.12746202945709229, 0.04942133277654648, 0.3221178948879242, 1.6028859615325928, -0.10617325454950333, 0.1001947745680809]",3,[],[],0,0.4345257878303528,1.6670000553131104
67,"[0.3201329708099365, 0.5820683836936951, 0.42810526490211487, 0.993496298789978, 0.3131043612957001, 0.5655558705329895, 0.3992253243923187, 0.9937155842781067, 0.3090352714061737, 0.5664438605308533, 0.39917677640914917, 0.9930288195610046, 0.3048073649406433, 0.567392110824585, 0.3989798426628113, 0.9942458868026733, 0.32318374514579773, 0.5610343217849731, 0.3849177658557892, 0.9952571988105774, 0.32615533471107483, 0.5587061047554016, 0.38475459814071655, 0.9945845603942871, 0.3293169140815735, 0.5563476085662842, 0.38443508744239807, 0.9957112073898315, 0.2971779406070709, 0.5734749436378479, 0.29262128472328186, 0.9962284564971924, 0.33512645959854126, 0.5568031072616577, 0.21616032719612122, 0.9967606067657471, 0.3142746388912201, 0.5996968746185303, 0.39334431290626526, 0.995380163192749, 0.3254794180393219, 0.5942147374153137, 0.3734000623226166, 0.9957783818244934, 0.25101950764656067, 0.6743686199188232, 0.2866654694080353, 0.9967756867408752, 0.36494770646095276, 0.5969151258468628, 0.044215258210897446, 0.9990456104278564, 0.2515590786933899, 0.8250949382781982, 0.3908098340034485, 0.5503842830657959, 0.41656607389450073, 0.7387679219245911, 0.11561490595340729, 0.9523986577987671, 0.29626449942588806, 0.8518556952476501, 0.5413601398468018, 0.044175099581480026, 0.4773789942264557, 0.8272957801818848, 0.33848538994789124, 0.692145586013794, 0.3000655770301819, 0.8688031435012817, 0.5638765096664429, 0.042724911123514175, 0.4905034601688385, 0.8271986246109009, 0.3676512539386749, 0.6192498803138733, 0.31014183163642883, 0.8440386652946472, 0.566851794719696, 0.043244849890470505, 0.49029049277305603, 0.828845739364624, 0.3807942271232605, 0.6153437495231628, 0.3120107650756836, 0.8362677097320557, 0.5403184294700623, 0.04380273073911667, 0.4841928482055664, 0.8323721885681152, 0.3529830276966095, 0.5920484662055969, 0.2808433175086975, 1.0011842250823975, 0.06192626431584358, 0.8632149696350098, 0.35385674238204956, 0.9799364805221558, -0.062082551419734955, 0.8933418393135071, 0.2942216098308563, 1.2408636808395386, 0.05568341165781021, 0.5551465749740601, 0.3449839949607849, 1.2727818489074707, -0.06449147313833237, 0.647611677646637, 0.3117823004722595, 1.497190237045288, 0.1422770470380783, 0.13321153819561005, 0.31748315691947937, 1.5434433221817017, -0.05401451140642166, 0.26330021023750305, 0.3172151446342468, 1.5345933437347412, 0.14768049120903015, 0.2226356714963913, 0.3008037507534027, 1.5820791721343994, -0.05086493492126465, 0.48288604617118835, 0.3080354332923889, 1.5531843900680542, 0.11577874422073364, 0.05077739804983139, 0.3235112130641937, 1.5966981649398804, -0.11193333566188812, 0.10323687642812729]",3,[],[],0,0.44182857871055603,1.6336666345596313
68,"[0.3192562162876129, 0.5850486159324646, 0.4042913317680359, 0.9936524629592896, 0.3121841549873352, 0.5686463713645935, 0.37849149107933044, 0.9938396215438843, 0.3080877661705017, 0.5698545575141907, 0.3784317076206207, 0.99319988489151, 0.30381616950035095, 0.5710193514823914, 0.37825140357017517, 0.9943283200263977, 0.3221372663974762, 0.5629857182502747, 0.36080241203308105, 0.9953869581222534, 0.32502973079681396, 0.5603376030921936, 0.36065706610679626, 0.9947587847709656, 0.32813695073127747, 0.5577040910720825, 0.36036616563796997, 0.9958252310752869, 0.29595035314559937, 0.5768616795539856, 0.28841376304626465, 0.9963864684104919, 0.3339572250843048, 0.5584031343460083, 0.19710731506347656, 0.9969210624694824, 0.3132075071334839, 0.6027429103851318, 0.3750239312648773, 0.9955058097839355, 0.3242374062538147, 0.5962731242179871, 0.3520934581756592, 0.9959189295768738, 0.2513880729675293, 0.6753196716308594, 0.27110570669174194, 0.9968739151954651, 0.3646728992462158, 0.5977897047996521, 0.029364507645368576, 0.9991292357444763, 0.25199636816978455, 0.826390266418457, 0.3799469769001007, 0.5359998941421509, 0.41648897528648376, 0.7387441992759705, 0.07508738338947296, 0.9569110870361328, 0.29489949345588684, 0.8594280481338501, 0.5077102184295654, 0.044939614832401276, 0.47881874442100525, 0.8283049464225769, 0.26237621903419495, 0.7173028588294983, 0.29753193259239197, 0.8776775598526001, 0.5291084051132202, 0.04406404867768288, 0.49238452315330505, 0.827325165271759, 0.2849007546901703, 0.6450903415679932, 0.30794018507003784, 0.8531501889228821, 0.5279747247695923, 0.04471924155950546, 0.49181240797042847, 0.8294579982757568, 0.29498857259750366, 0.6415200233459473, 0.3100135922431946, 0.8448416590690613, 0.5066555142402649, 0.045184262096881866, 0.4853249192237854, 0.8338555097579956, 0.27398693561553955, 0.617739737033844, 0.2796150743961334, 1.001131296157837, 0.059524305164813995, 0.8701131343841553, 0.35295379161834717, 0.9801135659217834, -0.05963436886668205, 0.89901202917099, 0.3019551932811737, 1.2551379203796387, 0.059744108468294144, 0.5670608282089233, 0.33803269267082214, 1.2809643745422363, -0.06377936899662018, 0.6531953811645508, 0.316927969455719, 1.510479211807251, 0.14664722979068756, 0.14442260563373566, 0.317901074886322, 1.56039297580719, -0.05094171315431595, 0.2747676968574524, 0.32014110684394836, 1.543166995048523, 0.15129992365837097, 0.23874297738075256, 0.3027622103691101, 1.602270483970642, -0.04779456928372383, 0.4941818416118622, 0.31169238686561584, 1.5782109498977661, 0.11101088672876358, 0.05637683719396591, 0.3232196271419525, 1.6153768301010132, -0.12403422594070435, 0.1116352453827858]",3,[],[],0,0.4492540955543518,1.600333333015442
